date,hour,temp_c,precip_mm,wind_kmh,snow_depth_mm,is_raining,is_snowing,is_bad_weather,wind_strong
2023-01-07,9,3.9,0.001,4.0,0.0,0,0,0,0
2023-01-07,10,4.4,0.001,6.0,0.0,0,0,0,0
2023-01-07,11,4.4,0.001,6.0,0.0,0,0,0,0
2023-01-07,12,4.4,0.001,6.0,0.0,0,0,0,0
2023-01-07,13,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,14,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,15,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,16,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,17,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,18,6.7,0.001,6.0,0.0,0,0,0,0
2023-01-07,19,6.1,0.001,5.0,0.0,0,0,0,0
2023-01-07,20,6.1,0.001,5.0,0.0,0,0,0,0
2023-01-07,21,6.1,0.001,5.0,0.0,0,0,0,0
2023-01-07,22,5.0,0.001,4.0,0.0,0,0,0,0
2023-01-07,23,5.0,0.001,4.0,0.0,0,0,0,0
2023-01-08,0,5.0,0.001,4.0,0.0,0,0,0,0
2023-01-08,1,3.9,0.001,5.0,0.0,0,0,0,0
2023-01-08,2,3.9,0.001,5.0,0.0,0,0,0,0
2023-01-08,3,3.9,0.001,5.0,0.0,0,0,0,0
2023-01-08,4,2.8,0.001,5.0,0.0,0,0,0,0
2023-01-08,5,2.8,0.001,5.0,0.0,0,0,0,0
2023-01-08,6,2.8,0.001,5.0,0.0,0,0,0,0
2023-01-08,7,1.7,0.001,4.0,0.0,0,0,0,0
2023-01-08,8,1.7,0.001,4.0,0.0,0,0,0,0
2023-01-08,9,1.7,0.001,4.0,0.0,0,0,0,0
2023-01-08,10,2.2,0.001,4.0,0.0,0,0,0,0
2023-01-08,11,2.2,0.001,4.0,0.0,0,0,0,0
2023-01-08,12,2.2,0.001,4.0,0.0,0,0,0,0
2023-01-08,13,3.9,0.001,0.0,0.0,0,0,0,0
2023-01-08,14,3.9,0.001,0.0,0.0,0,0,0,0
2023-01-08,15,3.9,0.001,0.0,0.0,0,0,0,0
2023-01-08,16,4.4,0.001,3.0,0.0,0,0,0,0
2023-01-08,17,4.4,0.001,3.0,0.0,0,0,0,0
2023-01-08,18,4.4,0.001,3.0,0.0,0,0,0,0
2023-01-08,19,3.3,0.001,4.0,0.0,0,0,0,0
2023-01-08,20,3.3,0.001,4.0,0.0,0,0,0,0
2023-01-08,21,3.3,0.001,4.0,0.0,0,0,0,0
2023-01-08,22,3.9,0.001,4.0,0.0,0,0,0,0
2023-01-08,23,3.9,0.001,4.0,0.0,0,0,0,0
2023-01-09,0,3.9,0.001,4.0,0.0,0,0,0,0
2023-01-09,1,3.9,0.001,4.0,0.0,0,0,0,0
2023-01-09,2,3.9,0.001,4.0,0.0,0,0,0,0
